Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Latitude,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2018,ID,Idaho,Nez Perce,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.6,,,13.2,15.9,"40,408",46.32669016,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-116.7500003 46.32669016)
2018,ID,Idaho,Oneida,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.5,,,13.1,15.9,"4,488",42.19493884,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-112.539538 42.19493884)
2018,ID,Idaho,Owyhee,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.1,,,14.9,17.4,"11,693",42.58150395,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-116.1700201 42.58150395)
2018,ID,Idaho,Payette,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.9,,,13.5,16.2,"23,551",44.00705386,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-116.7602225 44.00705386)
2018,ID,Idaho,Power,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.8,,,13.6,16.1,"7,768",42.69353476,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-112.8408579 42.69353476)
2018,ID,Idaho,Shoshone,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.1,,,14.6,17.7,"12,796",47.35207039,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-115.8914809 47.35207039)
2018,ID,Idaho,Teton,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.9,,,10.6,13.4,"11,640",43.76000399,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-111.2080195 43.76000399)
2018,ID,Idaho,Twin Falls,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.1,,,12.7,15.4,"86,081",42.35602464,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-114.6672662 42.35602464)
2018,ID,Idaho,Valley,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.6,,,11,14,"11,041",44.7666868,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-115.5664274 44.7666868)
2018,ID,Idaho,Washington,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.5,,,14.2,16.8,"10,161",44.45272668,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-116.7848239 44.45272668)
2018,IL,Illinois,Adams,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.1,,,12.6,15.8,"65,691",39.9878741,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-91.18845544 39.9878741)
2018,IL,Illinois,Alexander,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.7,,,16.3,19.1,"6,060",37.19140962,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.33768329 37.19140962)
2018,IL,Illinois,Bond,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.4,,,12.9,15.8,"16,630",38.88702523,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.43550064 38.88702523)
2018,IL,Illinois,Boone,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.6,,,12.3,14.8,"53,577",42.32289961,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.82332316 42.32289961)
2018,IL,Illinois,Brown,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.7,,,12.5,14.9,"6,556",39.96106736,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.75026903 39.96106736)
2018,IL,Illinois,Bureau,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.2,,,12.7,15.6,"32,993",41.40423623,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.52854555 41.40423623)
2018,IL,Illinois,Calhoun,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15,,,13.5,16.6,"4,802",39.16882841,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.66735551 39.16882841)
2018,IL,Illinois,Carroll,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.1,,,12.9,15.6,"14,312",42.06790394,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.93368608 42.06790394)
2018,IL,Illinois,Cass,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.1,,,13.8,16.4,"12,260",39.97361133,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.24733059 39.97361133)
2018,IL,Illinois,Champaign,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.9,,,11.8,14.1,"209,983",40.14009306,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.19939639 40.14009306)
2018,IL,Illinois,Christian,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15,,,13.4,16.5,"32,661",39.54579537,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.27739335 39.54579537)
2018,IL,Illinois,Clark,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.9,,,13.4,16.4,"15,596",39.333655,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.7876984 39.333655)
2018,IL,Illinois,Clay,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.2,,,13.7,16.7,"13,253",38.75358984,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.49042328 38.75358984)
2018,IL,Illinois,Clinton,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.6,,,12.2,15.1,"37,639",38.6064723,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.42268213 38.6064723)
2018,IL,Illinois,Coles,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.4,,,13.9,16.9,"50,885",39.52086003,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.22141023 39.52086003)
2018,IL,Illinois,Cook,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.9,,,10.8,12.8,"5,180,493",41.83995114,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.81688021 41.83995114)
2018,IL,Illinois,Crawford,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.5,,,13,15.8,"18,807",39.003307,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.75963754 39.003307)
2018,IL,Illinois,Cumberland,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.1,,,13.6,16.7,"10,808",39.27402237,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.24036948 39.27402237)
2018,IL,Illinois,DeKalb,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.8,,,12.4,15.1,"104,143",41.89322815,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.77009318 41.89322815)
2018,IL,Illinois,De Witt,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.3,,,12.8,15.9,"15,769",40.17440678,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.90398072 40.17440678)
2018,IL,Illinois,Douglas,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.2,,,13.4,16.9,"19,479",39.76949551,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.21754608 39.76949551)
2018,IL,Illinois,DuPage,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11,,,9.8,12.2,"928,589",41.85194686,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.08559673 41.85194686)
2018,IL,Illinois,Edgar,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.7,,,13.2,16.2,"17,360",39.67864858,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.74546637 39.67864858)
2018,IL,Illinois,Edwards,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.4,,,13.1,15.7,"6,392",38.41610002,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.05385604 38.41610002)
2018,IL,Illinois,Effingham,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14,,,12.5,15.5,"34,208",39.05963979,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.5897574 39.05963979)
2018,IL,Illinois,Fayette,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.2,,,14.7,17.8,"21,416",39.00018837,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.02422026 39.00018837)
2018,IL,Illinois,Ford,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15,,,13.4,16.6,"13,264",40.59739228,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.2235302 40.59739228)
2018,IL,Illinois,Franklin,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.2,,,14.6,17.9,"38,701",37.99210601,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.92419062 37.99210601)
2018,IL,Illinois,Fulton,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.1,,,13.6,16.7,"34,844",40.47265322,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.207453 40.47265322)
2018,IL,Illinois,Gallatin,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.5,,,15,18.1,"5,058",37.76357747,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.22876649 37.76357747)
2018,IL,Illinois,Greene,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.4,,,13.9,16.8,"13,044",39.35635609,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.39056399 39.35635609)
2018,IL,Illinois,Grundy,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13,,,11.8,14.2,"50,972",41.28544033,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.41889597 41.28544033)
2018,IL,Illinois,Hamilton,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.5,,,12.8,16.2,"8,163",38.08154333,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.53881219 38.08154333)
2018,IL,Illinois,Hancock,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.4,,,12.8,15.9,"17,844",40.40377304,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-91.16466866 40.40377304)
2018,IL,Illinois,Hardin,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.4,,,14.7,18.1,"3,910",37.51808974,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.26669442 37.51808974)
2018,IL,Illinois,Henderson,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.6,,,13.2,16,"6,709",40.81804873,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.92497453 40.81804873)
2018,IL,Illinois,Henry,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14,,,12.5,15.4,"49,090",41.35314467,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.1312813 41.35314467)
2018,IL,Illinois,Iroquois,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.9,,,13.5,16.3,"27,604",40.74721556,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.82469568 40.74721556)
2018,IL,Illinois,Jackson,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.9,,,13.4,16.3,"57,419",37.7852773,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.38220561 37.7852773)
2018,IL,Illinois,Jasper,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.7,,,13,16.2,"9,611",39.01057055,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.15388345 39.01057055)
2018,IL,Illinois,Jefferson,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.2,,,13.8,16.7,"37,820",38.30021861,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.92399469 38.30021861)
2018,IL,Illinois,Jersey,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.1,,,12.7,15.5,"21,847",39.08568063,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.35672109 39.08568063)
2018,IL,Illinois,Jo Daviess,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.7,,,12.2,15.2,"21,366",42.3652792,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.21213574 42.3652792)
2018,IL,Illinois,Johnson,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.9,,,13.5,16.4,"12,456",37.45952508,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.88074172 37.45952508)
2018,IL,Illinois,Kane,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.3,,,11.1,13.5,"534,216",41.93907809,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.42862274 41.93907809)
2018,IL,Illinois,Kankakee,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.6,,,13.2,15.9,"110,024",41.13747721,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.86188723 41.13747721)
2018,IL,Illinois,Kendall,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.7,,,10.6,12.8,"127,915",41.59098734,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.4288083 41.59098734)
2018,IL,Illinois,Knox,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.3,,,13.9,16.8,"50,112",40.93161365,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.21324527 40.93161365)
2018,IL,Illinois,Lake,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.6,,,10.5,12.8,"700,832",42.32324586,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.0038997 42.32324586)
2018,IL,Illinois,LaSalle,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.4,,,13,15.8,"109,430",41.34406326,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.88641893 41.34406326)
2018,IL,Illinois,Lawrence,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.2,,,13.8,16.5,"15,765",38.7203392,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.72684251 38.7203392)
2018,IL,Illinois,Lee,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14,,,12.6,15.3,"34,223",41.74642172,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.30007923 41.74642172)
2018,IL,Illinois,Livingston,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.8,,,13.4,16.2,"35,761",40.89177714,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.55788487 40.89177714)
2018,IL,Illinois,Logan,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.1,,,12.8,15.4,"28,925",40.12456067,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.36756428 40.12456067)
2018,IL,Illinois,McDonough,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.4,,,12.9,15.8,"29,955",40.45646248,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.67782344 40.45646248)
2018,IL,Illinois,McHenry,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12,,,10.7,13.3,"308,570",42.32444298,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.45264553 42.32444298)
2018,IL,Illinois,McLean,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.6,,,11.4,14.1,"172,828",40.49078887,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.84759624 40.49078887)
2018,IL,Illinois,Macon,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.8,,,13.5,16.2,"104,712",39.86003285,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.96170117 39.86003285)
2018,IL,Illinois,Macoupin,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.7,,,13.2,16.2,"45,313",39.26115141,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.92450243 39.26115141)
2018,IL,Illinois,Madison,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.2,,,12.7,15.6,"264,461",38.8299742,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.90521707 38.8299742)
2018,IL,Illinois,Marion,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.9,,,14.2,17.5,"37,620",38.649654,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.91897966 38.649654)
2018,IL,Illinois,Marshall,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.5,,,13.1,15.9,"11,534",41.03321359,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.34479498 41.03321359)
2018,IL,Illinois,Mason,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.5,,,13.9,17,"13,565",40.23973518,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.91638016 40.23973518)
2018,IL,Illinois,Massac,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16,,,14.6,17.5,"14,080",37.21907548,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.70788222 37.21907548)
2018,IL,Illinois,Menard,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.7,,,12.3,15.2,"12,288",40.02765612,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.80176112 40.02765612)
2018,IL,Illinois,Mercer,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.3,,,12.9,15.6,"15,601",41.20543979,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.74108693 41.20543979)
2018,IL,Illinois,Monroe,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.3,,,10.9,13.7,"34,335",38.27857376,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.17768675 38.27857376)
2018,IL,Illinois,Montgomery,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.1,,,13.6,16.6,"28,601",39.23105133,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.47892664 39.23105133)
2018,IL,Illinois,Morgan,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.6,,,13.2,16,"33,976",39.71559646,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.20099574 39.71559646)
2018,IL,Illinois,Moultrie,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.9,,,13.2,16.6,"14,717",39.64136791,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.61929654 39.64136791)
2018,IL,Illinois,Ogle,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.1,,,12.7,15.5,"50,923",42.04268981,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.32056003 42.04268981)
2018,IL,Illinois,Peoria,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14,,,12.7,15.3,"180,621",40.78823251,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.7600207 40.78823251)
2018,IL,Illinois,Perry,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.2,,,14,16.5,"21,174",38.084378,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.3675078 38.084378)
2018,IL,Illinois,Piatt,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13,,,11.5,14.5,"16,396",40.01034924,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.59111287 40.01034924)
2018,IL,Illinois,Pike,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.7,,,14.1,17.3,"15,611",39.6224698,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.88627486 39.6224698)
2018,IL,Illinois,Pope,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15,,,13.5,16.5,"4,212",37.41280919,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.56135849 37.41280919)
2018,IL,Illinois,Pulaski,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.8,,,15.7,18,"5,463",37.22291001,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.12759127 37.22291001)
2018,IL,Illinois,Putnam,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.8,,,12.6,15.1,"5,740",41.20465835,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.28586591 41.20465835)
2018,IL,Illinois,Randolph,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.1,,,13.8,16.4,"32,106",38.05215265,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.82565692 38.05215265)
2018,IL,Illinois,Richland,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.1,,,13.5,16.9,"15,763",38.71236738,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.08547184 38.71236738)
2018,IL,Illinois,Rock Island,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.1,,,12.8,15.4,"143,477",41.46722963,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.5679268 41.46722963)
2018,IL,Illinois,St. Clair,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14,,,12.7,15.2,"261,059",38.47017783,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.92845262 38.47017783)
2018,IL,Illinois,Saline,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.4,,,14.7,18.2,"23,906",37.75324113,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.54097347 37.75324113)
2018,IL,Illinois,Sangamon,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.8,,,12.4,15.4,"195,348",39.75825624,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.65866519 39.75825624)
2018,IL,Illinois,Schuyler,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.9,,,13.4,16.5,"6,907",40.15792843,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.61533662 40.15792843)
2018,IL,Illinois,Scott,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.9,,,13.4,16.3,"4,926",39.64390994,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-90.47433071 39.64390994)
2018,IL,Illinois,Shelby,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.8,,,13.4,16.3,"21,741",39.39134637,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-88.80585338 39.39134637)
2018,IL,Illinois,Stark,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.4,,,13.9,17.1,"5,427",41.09340992,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.79745221 41.09340992)
2018,IL,Illinois,Stephenson,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.7,,,13.4,15.9,"44,753",42.35163901,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health,POINT (-89.6625328 42.35163901)
